[Mon Feb 10 03:32:08 2025], step 0: train loss, -nan, (took 11015.543266 ms)
[Mon Feb 10 06:07:41 2025], step 635: train loss, inf, (took 11633.908928 ms)
[Mon Feb 10 06:07:52 2025], step 636: train loss, inf, (took 11105.928552 ms)
[Mon Feb 10 06:08:03 2025], step 637: train loss, inf, (took 11199.701479 ms)
[Mon Feb 10 06:08:15 2025], step 638: train loss, inf, (took 11338.423804 ms)
[Mon Feb 10 06:08:26 2025], step 639: train loss, inf, (took 11241.323223 ms)
[Mon Feb 10 06:08:53 2025], step 640: train loss, inf, (took 11160.335468 ms)
[Mon Feb 10 06:09:04 2025], step 641: train loss, inf, (took 11209.121499 ms)
[Mon Feb 10 06:09:15 2025], step 642: train loss, inf, (took 11189.103313 ms)
[Mon Feb 10 06:09:27 2025], step 643: train loss, inf, (took 11244.087673 ms)
[Mon Feb 10 06:09:39 2025], step 644: train loss, inf, (took 11410.174343 ms)
[Mon Feb 10 06:09:51 2025], step 645: train loss, inf, (took 11227.419126 ms)
[Mon Feb 10 06:10:02 2025], step 646: train loss, inf, (took 11187.213468 ms)
[Mon Feb 10 06:10:13 2025], step 647: train loss, inf, (took 11263.767726 ms)
[Mon Feb 10 06:10:25 2025], step 648: train loss, inf, (took 11218.046777 ms)
[Mon Feb 10 06:10:36 2025], step 649: train loss, inf, (took 11380.378528 ms)
[Mon Feb 10 06:11:03 2025], step 650: train loss, inf, (took 11220.215385 ms)
[Mon Feb 10 06:11:14 2025], step 651: train loss, inf, (took 11235.527102 ms)
[Mon Feb 10 06:11:25 2025], step 652: train loss, inf, (took 11217.540418 ms)
[Mon Feb 10 06:11:37 2025], step 653: train loss, inf, (took 11178.436196 ms)
[Mon Feb 10 06:11:49 2025], step 654: train loss, inf, (took 11483.662735 ms)
[Mon Feb 10 06:12:00 2025], step 655: train loss, inf, (took 11239.446341 ms)
[Mon Feb 10 06:12:12 2025], step 656: train loss, inf, (took 11304.837876 ms)
[Mon Feb 10 06:12:23 2025], step 657: train loss, inf, (took 11262.868798 ms)
[Mon Feb 10 06:12:35 2025], step 658: train loss, inf, (took 11296.276425 ms)
[Mon Feb 10 06:12:47 2025], step 659: train loss, inf, (took 11660.922566 ms)
[Mon Feb 10 06:13:14 2025], step 660: train loss, inf, (took 11287.390816 ms)
[Mon Feb 10 06:13:25 2025], step 661: train loss, inf, (took 11360.463031 ms)
[Mon Feb 10 06:13:37 2025], step 662: train loss, inf, (took 11345.449911 ms)
[Mon Feb 10 06:13:50 2025], step 663: train loss, inf, (took 12283.410204 ms)
[Mon Feb 10 06:14:02 2025], step 664: train loss, inf, (took 12000.281288 ms)
[Mon Feb 10 06:14:15 2025], step 665: train loss, inf, (took 12401.525382 ms)
[Mon Feb 10 06:14:27 2025], step 666: train loss, inf, (took 12065.829739 ms)
[Mon Feb 10 06:14:38 2025], step 667: train loss, inf, (took 11403.614358 ms)
[Mon Feb 10 06:14:50 2025], step 668: train loss, inf, (took 11357.052705 ms)
[Mon Feb 10 06:15:02 2025], step 669: train loss, inf, (took 11254.092584 ms)
[Mon Feb 10 06:15:28 2025], step 670: train loss, inf, (took 11226.141044 ms)
[Mon Feb 10 06:15:40 2025], step 671: train loss, inf, (took 11388.890585 ms)
[Mon Feb 10 06:15:51 2025], step 672: train loss, inf, (took 11538.566783 ms)
[Mon Feb 10 06:16:03 2025], step 673: train loss, inf, (took 11227.476935 ms)
[Mon Feb 10 06:16:15 2025], step 674: train loss, inf, (took 11325.398855 ms)
[Mon Feb 10 06:16:27 2025], step 675: train loss, inf, (took 11218.007655 ms)
[Mon Feb 10 06:16:38 2025], step 676: train loss, inf, (took 11271.018860 ms)
[Mon Feb 10 06:16:49 2025], step 677: train loss, inf, (took 11220.525883 ms)
[Mon Feb 10 06:17:01 2025], step 678: train loss, inf, (took 11287.553174 ms)
[Mon Feb 10 06:17:12 2025], step 679: train loss, inf, (took 11396.999181 ms)
[Mon Feb 10 06:17:39 2025], step 680: train loss, inf, (took 11211.251705 ms)
[Mon Feb 10 06:17:51 2025], step 681: train loss, inf, (took 11389.646723 ms)
[Mon Feb 10 06:18:02 2025], step 682: train loss, inf, (took 11275.212078 ms)
[Mon Feb 10 06:18:14 2025], step 683: train loss, inf, (took 11186.486287 ms)
[Mon Feb 10 06:18:25 2025], step 684: train loss, inf, (took 11145.521885 ms)
[Mon Feb 10 06:18:36 2025], step 685: train loss, inf, (took 11228.389218 ms)
[Mon Feb 10 06:18:48 2025], step 686: train loss, inf, (took 11160.302033 ms)
[Mon Feb 10 06:18:59 2025], step 687: train loss, 88.051575, (took 11197.487625 ms)
[Mon Feb 10 06:19:11 2025], step 688: train loss, inf, (took 11169.952340 ms)
[Mon Feb 10 06:19:23 2025], step 689: train loss, inf, (took 11247.433548 ms)
[Mon Feb 10 06:19:49 2025], step 690: train loss, inf, (took 11259.028719 ms)
[Mon Feb 10 06:20:01 2025], step 691: train loss, inf, (took 11534.508693 ms)
[Mon Feb 10 06:20:12 2025], step 692: train loss, inf, (took 11257.387580 ms)
[Mon Feb 10 06:20:24 2025], step 693: train loss, inf, (took 11295.973041 ms)
[Mon Feb 10 06:20:35 2025], step 694: train loss, inf, (took 11230.606478 ms)
[Mon Feb 10 06:20:47 2025], step 695: train loss, inf, (took 11201.185799 ms)
[Mon Feb 10 06:20:59 2025], step 696: train loss, inf, (took 11334.194678 ms)
[Mon Feb 10 06:21:10 2025], step 697: train loss, inf, (took 11110.282873 ms)
[Mon Feb 10 06:21:21 2025], step 698: train loss, inf, (took 11212.815378 ms)
[Mon Feb 10 06:21:33 2025], step 699: train loss, inf, (took 11320.112662 ms)
[Mon Feb 10 06:22:00 2025], step 700: train loss, 88.255692, (took 11469.801822 ms)
[Mon Feb 10 06:22:11 2025], step 701: train loss, inf, (took 11286.502497 ms)
[Mon Feb 10 06:22:23 2025], step 702: train loss, inf, (took 11079.197560 ms)
[Mon Feb 10 06:22:35 2025], step 703: train loss, inf, (took 11348.170295 ms)
[Mon Feb 10 06:22:46 2025], step 704: train loss, inf, (took 11180.627570 ms)
[Mon Feb 10 06:22:57 2025], step 705: train loss, inf, (took 11158.087043 ms)
[Mon Feb 10 06:23:09 2025], step 706: train loss, inf, (took 11349.799794 ms)
[Mon Feb 10 06:23:20 2025], step 707: train loss, inf, (took 11155.354431 ms)
[Mon Feb 10 06:23:32 2025], step 708: train loss, inf, (took 11214.033507 ms)
[Mon Feb 10 06:23:44 2025], step 709: train loss, inf, (took 11439.509758 ms)
[Mon Feb 10 06:24:11 2025], step 710: train loss, inf, (took 11422.128687 ms)
[Mon Feb 10 06:24:22 2025], step 711: train loss, inf, (took 11199.178564 ms)
[Mon Feb 10 06:24:33 2025], step 712: train loss, inf, (took 11061.365577 ms)
[Mon Feb 10 06:24:45 2025], step 713: train loss, inf, (took 11361.390107 ms)
[Mon Feb 10 06:24:56 2025], step 714: train loss, inf, (took 11136.725810 ms)
[Mon Feb 10 06:25:07 2025], step 715: train loss, inf, (took 11052.338866 ms)
[Mon Feb 10 06:25:20 2025], step 716: train loss, inf, (took 11420.924490 ms)
[Mon Feb 10 06:25:31 2025], step 717: train loss, inf, (took 11075.113701 ms)
[Mon Feb 10 06:25:42 2025], step 718: train loss, inf, (took 11215.085867 ms)
[Mon Feb 10 06:25:54 2025], step 719: train loss, inf, (took 11330.842740 ms)
[Mon Feb 10 06:26:20 2025], step 720: train loss, inf, (took 11262.106862 ms)
[Mon Feb 10 06:26:32 2025], step 721: train loss, inf, (took 11235.175977 ms)
[Mon Feb 10 06:26:44 2025], step 722: train loss, inf, (took 11163.653191 ms)
[Mon Feb 10 06:26:56 2025], step 723: train loss, inf, (took 11181.777163 ms)
[Mon Feb 10 06:27:07 2025], step 724: train loss, inf, (took 11087.345168 ms)
[Mon Feb 10 06:27:18 2025], step 725: train loss, inf, (took 11133.418404 ms)
[Mon Feb 10 06:27:30 2025], step 726: train loss, inf, (took 11278.012521 ms)
[Mon Feb 10 06:27:41 2025], step 727: train loss, inf, (took 11217.411327 ms)
[Mon Feb 10 06:27:52 2025], step 728: train loss, inf, (took 11076.401735 ms)
[Mon Feb 10 06:28:05 2025], step 729: train loss, inf, (took 11364.236705 ms)
[Mon Feb 10 06:28:30 2025], step 730: train loss, inf, (took 11148.224305 ms)
[Mon Feb 10 06:28:42 2025], step 731: train loss, inf, (took 11247.358217 ms)
[Mon Feb 10 06:28:53 2025], step 732: train loss, inf, (took 11102.591021 ms)
[Mon Feb 10 06:29:05 2025], step 733: train loss, inf, (took 11152.751629 ms)
[Mon Feb 10 06:29:17 2025], step 734: train loss, inf, (took 11220.512261 ms)
[Mon Feb 10 06:29:28 2025], step 735: train loss, inf, (took 11656.676417 ms)
[Mon Feb 10 06:29:40 2025], step 736: train loss, inf, (took 11223.976947 ms)
[Mon Feb 10 06:29:52 2025], step 737: train loss, inf, (took 11253.574968 ms)
[Mon Feb 10 06:30:03 2025], step 738: train loss, inf, (took 11082.421299 ms)
[Mon Feb 10 06:30:15 2025], step 739: train loss, inf, (took 11606.531420 ms)
[Mon Feb 10 06:30:41 2025], step 740: train loss, inf, (took 11087.186439 ms)
[Mon Feb 10 06:30:53 2025], step 741: train loss, inf, (took 11172.856563 ms)
[Mon Feb 10 06:31:04 2025], step 742: train loss, inf, (took 11228.433923 ms)
[Mon Feb 10 06:31:15 2025], step 743: train loss, inf, (took 11186.176442 ms)
[Mon Feb 10 06:31:27 2025], step 744: train loss, inf, (took 11160.035526 ms)
[Mon Feb 10 06:31:38 2025], step 745: train loss, inf, (took 11201.836760 ms)
[Mon Feb 10 06:31:50 2025], step 746: train loss, inf, (took 11125.398680 ms)
[Mon Feb 10 06:32:02 2025], step 747: train loss, inf, (took 11174.283000 ms)
[Mon Feb 10 06:32:13 2025], step 748: train loss, inf, (took 11271.553450 ms)
[Mon Feb 10 06:32:24 2025], step 749: train loss, inf, (took 11197.650574 ms)
[Mon Feb 10 06:32:51 2025], step 750: train loss, inf, (took 11138.123112 ms)
[Mon Feb 10 06:33:03 2025], step 751: train loss, inf, (took 11245.476531 ms)
[Mon Feb 10 06:33:14 2025], step 752: train loss, inf, (took 11115.350479 ms)
[Mon Feb 10 06:33:25 2025], step 753: train loss, inf, (took 11195.626131 ms)
[Mon Feb 10 06:33:37 2025], step 754: train loss, inf, (took 11156.614926 ms)
[Mon Feb 10 06:33:48 2025], step 755: train loss, inf, (took 11202.943744 ms)
[Mon Feb 10 06:34:00 2025], step 756: train loss, inf, (took 11178.743344 ms)
[Mon Feb 10 06:34:12 2025], step 757: train loss, inf, (took 11213.239475 ms)
[Mon Feb 10 06:34:23 2025], step 758: train loss, inf, (took 11477.992521 ms)
[Mon Feb 10 06:34:34 2025], step 759: train loss, inf, (took 11201.338548 ms)
[Mon Feb 10 06:35:01 2025], step 760: train loss, inf, (took 11158.928891 ms)
[Mon Feb 10 06:35:13 2025], step 761: train loss, inf, (took 11223.124606 ms)
[Mon Feb 10 06:35:24 2025], step 762: train loss, inf, (took 11147.244675 ms)
[Mon Feb 10 06:35:35 2025], step 763: train loss, inf, (took 11195.614729 ms)
[Mon Feb 10 06:35:48 2025], step 764: train loss, inf, (took 11208.713089 ms)
[Mon Feb 10 06:35:59 2025], step 765: train loss, inf, (took 11166.638445 ms)
[Mon Feb 10 06:36:10 2025], step 766: train loss, inf, (took 11207.972443 ms)
[Mon Feb 10 06:36:22 2025], step 767: train loss, inf, (took 11415.008009 ms)
[Mon Feb 10 06:36:34 2025], step 768: train loss, inf, (took 11327.675857 ms)
[Mon Feb 10 06:36:45 2025], step 769: train loss, inf, (took 11155.728012 ms)
[Mon Feb 10 06:37:11 2025], step 770: train loss, 88.206375, (took 11018.595792 ms)
[Mon Feb 10 06:37:23 2025], step 771: train loss, inf, (took 11231.616496 ms)
[Mon Feb 10 06:37:35 2025], step 772: train loss, inf, (took 11261.478894 ms)
[Mon Feb 10 06:37:46 2025], step 773: train loss, inf, (took 11128.721512 ms)
[Mon Feb 10 06:37:58 2025], step 774: train loss, inf, (took 11192.697749 ms)
[Mon Feb 10 06:38:09 2025], step 775: train loss, inf, (took 11212.046255 ms)
[Mon Feb 10 06:38:20 2025], step 776: train loss, inf, (took 11165.605268 ms)
[Mon Feb 10 06:38:33 2025], step 777: train loss, inf, (took 11380.854518 ms)
[Mon Feb 10 06:38:44 2025], step 778: train loss, inf, (took 11166.592495 ms)
[Mon Feb 10 06:38:55 2025], step 779: train loss, inf, (took 11188.484956 ms)
[Mon Feb 10 06:39:22 2025], step 780: train loss, inf, (took 11183.073674 ms)
[Mon Feb 10 06:39:33 2025], step 781: train loss, inf, (took 11193.600162 ms)
[Mon Feb 10 06:39:45 2025], step 782: train loss, inf, (took 11192.705841 ms)
[Mon Feb 10 06:39:56 2025], step 783: train loss, inf, (took 11200.769587 ms)
[Mon Feb 10 06:40:07 2025], step 784: train loss, inf, (took 11197.241964 ms)
[Mon Feb 10 06:40:19 2025], step 785: train loss, inf, (took 11172.790729 ms)
[Mon Feb 10 06:40:31 2025], step 786: train loss, inf, (took 11471.079918 ms)
[Mon Feb 10 06:40:42 2025], step 787: train loss, inf, (took 11242.351165 ms)
[Mon Feb 10 06:40:54 2025], step 788: train loss, inf, (took 11334.969720 ms)
[Mon Feb 10 06:41:05 2025], step 789: train loss, inf, (took 11112.132259 ms)
[Mon Feb 10 06:41:32 2025], step 790: train loss, inf, (took 11231.861179 ms)
[Mon Feb 10 06:41:43 2025], step 791: train loss, inf, (took 11161.442296 ms)
[Mon Feb 10 06:41:55 2025], step 792: train loss, inf, (took 11227.687967 ms)
[Mon Feb 10 06:42:06 2025], step 793: train loss, inf, (took 11166.082235 ms)
[Mon Feb 10 06:42:18 2025], step 794: train loss, inf, (took 11095.905258 ms)
[Mon Feb 10 06:42:30 2025], step 795: train loss, inf, (took 11389.330010 ms)
[Mon Feb 10 06:42:41 2025], step 796: train loss, inf, (took 11155.257646 ms)
[Mon Feb 10 06:42:52 2025], step 797: train loss, inf, (took 11280.709943 ms)
[Mon Feb 10 06:43:05 2025], step 798: train loss, inf, (took 11402.733010 ms)
[Mon Feb 10 06:43:16 2025], step 799: train loss, inf, (took 11192.758377 ms)
[Mon Feb 10 06:43:42 2025], step 800: train loss, inf, (took 11166.988045 ms)
[Mon Feb 10 06:43:54 2025], step 801: train loss, inf, (took 11201.645263 ms)
[Mon Feb 10 06:44:06 2025], step 802: train loss, inf, (took 11252.397466 ms)
[Mon Feb 10 06:44:17 2025], step 803: train loss, inf, (took 11195.842553 ms)
[Mon Feb 10 06:44:28 2025], step 804: train loss, inf, (took 11290.546068 ms)
[Mon Feb 10 06:44:41 2025], step 805: train loss, inf, (took 11964.073600 ms)
[Mon Feb 10 06:44:52 2025], step 806: train loss, inf, (took 11217.677288 ms)
[Mon Feb 10 06:45:03 2025], step 807: train loss, inf, (took 11181.085532 ms)
[Mon Feb 10 06:45:16 2025], step 808: train loss, inf, (took 11337.782898 ms)
[Mon Feb 10 06:45:27 2025], step 809: train loss, inf, (took 11063.411273 ms)
[Mon Feb 10 06:45:53 2025], step 810: train loss, inf, (took 11233.856029 ms)
[Mon Feb 10 06:46:04 2025], step 811: train loss, inf, (took 11045.031637 ms)
[Mon Feb 10 06:46:17 2025], step 812: train loss, inf, (took 11293.247289 ms)
[Mon Feb 10 06:46:28 2025], step 813: train loss, inf, (took 11055.389141 ms)
[Mon Feb 10 06:46:39 2025], step 814: train loss, inf, (took 11417.628423 ms)
[Mon Feb 10 06:46:52 2025], step 815: train loss, inf, (took 11398.226653 ms)
[Mon Feb 10 06:47:03 2025], step 816: train loss, inf, (took 11184.895065 ms)
[Mon Feb 10 06:47:14 2025], step 817: train loss, inf, (took 11038.480879 ms)
[Mon Feb 10 06:47:26 2025], step 818: train loss, inf, (took 11360.686392 ms)
[Mon Feb 10 06:47:37 2025], step 819: train loss, 88.465294, (took 11082.144169 ms)
[Mon Feb 10 06:48:04 2025], step 820: train loss, inf, (took 11255.471176 ms)
[Mon Feb 10 06:48:15 2025], step 821: train loss, inf, (took 11096.302509 ms)
[Mon Feb 10 06:48:26 2025], step 822: train loss, inf, (took 11231.332012 ms)
[Mon Feb 10 06:48:38 2025], step 823: train loss, inf, (took 11194.571774 ms)
[Mon Feb 10 06:48:49 2025], step 824: train loss, inf, (took 11169.117911 ms)
[Mon Feb 10 06:49:01 2025], step 825: train loss, inf, (took 11156.634083 ms)
[Mon Feb 10 06:49:13 2025], step 826: train loss, inf, (took 11170.628274 ms)
[Mon Feb 10 06:49:24 2025], step 827: train loss, inf, (took 11216.498252 ms)
[Mon Feb 10 06:49:36 2025], step 828: train loss, inf, (took 11265.029544 ms)
[Mon Feb 10 06:49:47 2025], step 829: train loss, inf, (took 11183.840866 ms)
[Mon Feb 10 06:50:14 2025], step 830: train loss, inf, (took 11116.817901 ms)
[Mon Feb 10 06:50:25 2025], step 831: train loss, inf, (took 11158.212094 ms)
[Mon Feb 10 06:50:36 2025], step 832: train loss, inf, (took 11191.996287 ms)
[Mon Feb 10 06:50:48 2025], step 833: train loss, inf, (took 11413.802279 ms)
[Mon Feb 10 06:51:00 2025], step 834: train loss, inf, (took 11206.138205 ms)
[Mon Feb 10 06:51:11 2025], step 835: train loss, inf, (took 11186.284277 ms)
[Mon Feb 10 06:51:23 2025], step 836: train loss, inf, (took 11180.742935 ms)
[Mon Feb 10 06:51:34 2025], step 837: train loss, inf, (took 11146.973936 ms)
[Mon Feb 10 06:51:45 2025], step 838: train loss, inf, (took 11148.013269 ms)
[Mon Feb 10 06:51:57 2025], step 839: train loss, inf, (took 11162.713607 ms)
[Mon Feb 10 06:52:24 2025], step 840: train loss, inf, (took 11194.895481 ms)
[Mon Feb 10 06:52:35 2025], step 841: train loss, inf, (took 11145.745173 ms)
[Mon Feb 10 06:52:46 2025], step 842: train loss, inf, (took 11357.557282 ms)
[Mon Feb 10 06:52:58 2025], step 843: train loss, inf, (took 11177.727872 ms)
[Mon Feb 10 06:53:10 2025], step 844: train loss, inf, (took 11163.203181 ms)
[Mon Feb 10 06:53:21 2025], step 845: train loss, inf, (took 11380.249070 ms)
[Mon Feb 10 06:53:33 2025], step 846: train loss, inf, (took 11583.284101 ms)
[Mon Feb 10 06:53:45 2025], step 847: train loss, inf, (took 11451.365507 ms)
[Mon Feb 10 06:53:56 2025], step 848: train loss, inf, (took 11224.474016 ms)
[Mon Feb 10 06:54:08 2025], step 849: train loss, inf, (took 11167.787711 ms)
[Mon Feb 10 06:54:35 2025], step 850: train loss, inf, (took 11129.819990 ms)
[Mon Feb 10 06:54:46 2025], step 851: train loss, inf, (took 11196.249590 ms)
[Mon Feb 10 06:54:58 2025], step 852: train loss, inf, (took 11538.831073 ms)
[Mon Feb 10 06:55:10 2025], step 853: train loss, inf, (took 11249.832295 ms)
[Mon Feb 10 06:55:21 2025], step 854: train loss, inf, (took 11293.036292 ms)
[Mon Feb 10 06:55:32 2025], step 855: train loss, inf, (took 11085.770468 ms)
[Mon Feb 10 06:55:44 2025], step 856: train loss, inf, (took 11216.713949 ms)
[Mon Feb 10 06:55:55 2025], step 857: train loss, inf, (took 11193.948178 ms)
[Mon Feb 10 06:56:07 2025], step 858: train loss, inf, (took 11247.592048 ms)
[Mon Feb 10 06:56:19 2025], step 859: train loss, inf, (took 11167.506411 ms)
[Mon Feb 10 06:56:45 2025], step 860: train loss, inf, (took 11149.292265 ms)
[Mon Feb 10 06:56:57 2025], step 861: train loss, inf, (took 11484.978706 ms)
[Mon Feb 10 06:57:08 2025], step 862: train loss, inf, (took 11231.432441 ms)
[Mon Feb 10 06:57:20 2025], step 863: train loss, inf, (took 11182.433785 ms)
[Mon Feb 10 06:57:31 2025], step 864: train loss, inf, (took 11174.785631 ms)
[Mon Feb 10 06:57:42 2025], step 865: train loss, inf, (took 11271.405615 ms)
[Mon Feb 10 06:57:54 2025], step 866: train loss, inf, (took 11109.475133 ms)
[Mon Feb 10 06:58:06 2025], step 867: train loss, inf, (took 11182.086850 ms)
[Mon Feb 10 06:58:17 2025], step 868: train loss, inf, (took 11152.356390 ms)
[Mon Feb 10 06:58:29 2025], step 869: train loss, inf, (took 11143.730416 ms)
[Mon Feb 10 06:58:55 2025], step 870: train loss, inf, (took 11236.390078 ms)
[Mon Feb 10 06:59:07 2025], step 871: train loss, inf, (took 11247.423915 ms)
[Mon Feb 10 06:59:18 2025], step 872: train loss, inf, (took 11185.268959 ms)
[Mon Feb 10 06:59:29 2025], step 873: train loss, inf, (took 11173.601824 ms)
[Mon Feb 10 06:59:42 2025], step 874: train loss, inf, (took 11850.183493 ms)
[Mon Feb 10 06:59:53 2025], step 875: train loss, inf, (took 11244.486993 ms)
[Mon Feb 10 07:00:05 2025], step 876: train loss, inf, (took 11221.190465 ms)
[Mon Feb 10 07:00:17 2025], step 877: train loss, inf, (took 11212.695103 ms)
[Mon Feb 10 07:00:28 2025], step 878: train loss, inf, (took 11156.611054 ms)
[Mon Feb 10 07:00:40 2025], step 879: train loss, inf, (took 11176.713790 ms)
[Mon Feb 10 07:01:06 2025], step 880: train loss, inf, (took 11382.531188 ms)
[Mon Feb 10 07:01:18 2025], step 881: train loss, inf, (took 11296.599052 ms)
[Mon Feb 10 07:01:29 2025], step 882: train loss, inf, (took 11108.514477 ms)
[Mon Feb 10 07:01:40 2025], step 883: train loss, inf, (took 11201.175096 ms)
[Mon Feb 10 07:01:52 2025], step 884: train loss, inf, (took 11267.853986 ms)
[Mon Feb 10 07:02:03 2025], step 885: train loss, inf, (took 11087.222900 ms)
[Mon Feb 10 07:02:15 2025], step 886: train loss, inf, (took 11176.401266 ms)
[Mon Feb 10 07:02:27 2025], step 887: train loss, inf, (took 11265.908528 ms)
[Mon Feb 10 07:02:38 2025], step 888: train loss, inf, (took 11166.147397 ms)
[Mon Feb 10 07:02:50 2025], step 889: train loss, inf, (took 11208.485750 ms)
[Mon Feb 10 07:03:16 2025], step 890: train loss, inf, (took 11067.986535 ms)
[Mon Feb 10 07:03:28 2025], step 891: train loss, inf, (took 11404.683059 ms)
[Mon Feb 10 07:03:39 2025], step 892: train loss, inf, (took 11073.397886 ms)
[Mon Feb 10 07:03:51 2025], step 893: train loss, inf, (took 11219.260185 ms)
[Mon Feb 10 07:04:03 2025], step 894: train loss, inf, (took 11306.748556 ms)
[Mon Feb 10 07:04:14 2025], step 895: train loss, inf, (took 11091.254915 ms)
[Mon Feb 10 07:04:25 2025], step 896: train loss, inf, (took 11105.606786 ms)
[Mon Feb 10 07:04:37 2025], step 897: train loss, inf, (took 11307.924126 ms)
[Mon Feb 10 07:04:48 2025], step 898: train loss, inf, (took 11103.375418 ms)
[Mon Feb 10 07:05:00 2025], step 899: train loss, inf, (took 11259.260582 ms)
[Mon Feb 10 07:05:26 2025], step 900: train loss, inf, (took 11060.325632 ms)
[Mon Feb 10 07:05:39 2025], step 901: train loss, inf, (took 11374.975235 ms)
[Mon Feb 10 07:05:50 2025], step 902: train loss, inf, (took 11018.241885 ms)
[Mon Feb 10 07:06:01 2025], step 903: train loss, inf, (took 11182.839541 ms)
[Mon Feb 10 07:06:13 2025], step 904: train loss, inf, (took 11378.713206 ms)
[Mon Feb 10 07:06:24 2025], step 905: train loss, inf, (took 11048.864186 ms)
[Mon Feb 10 07:06:35 2025], step 906: train loss, inf, (took 11153.489820 ms)
[Mon Feb 10 07:06:48 2025], step 907: train loss, inf, (took 11433.746849 ms)
[Mon Feb 10 07:06:59 2025], step 908: train loss, inf, (took 11067.721928 ms)
[Mon Feb 10 07:07:10 2025], step 909: train loss, inf, (took 11335.298708 ms)
[Mon Feb 10 07:07:37 2025], step 910: train loss, inf, (took 11025.255500 ms)
[Mon Feb 10 07:07:49 2025], step 911: train loss, inf, (took 11380.094181 ms)
[Mon Feb 10 07:08:00 2025], step 912: train loss, inf, (took 11108.492699 ms)
[Mon Feb 10 07:08:11 2025], step 913: train loss, inf, (took 11131.015295 ms)
[Mon Feb 10 07:08:23 2025], step 914: train loss, inf, (took 11226.861329 ms)
[Mon Feb 10 07:08:35 2025], step 915: train loss, inf, (took 11403.996735 ms)
[Mon Feb 10 07:08:46 2025], step 916: train loss, inf, (took 11173.912479 ms)
[Mon Feb 10 07:08:58 2025], step 917: train loss, inf, (took 11185.604287 ms)
[Mon Feb 10 07:09:09 2025], step 918: train loss, inf, (took 11199.020052 ms)
[Mon Feb 10 07:09:21 2025], step 919: train loss, inf, (took 11469.150007 ms)
[Mon Feb 10 07:09:47 2025], step 920: train loss, inf, (took 11126.743467 ms)
[Mon Feb 10 07:09:59 2025], step 921: train loss, 88.505653, (took 11217.071335 ms)
[Mon Feb 10 07:10:11 2025], step 922: train loss, inf, (took 11143.003145 ms)
[Mon Feb 10 07:10:22 2025], step 923: train loss, inf, (took 11179.447762 ms)
[Mon Feb 10 07:10:34 2025], step 924: train loss, inf, (took 11192.887328 ms)
[Mon Feb 10 07:10:45 2025], step 925: train loss, inf, (took 11184.043173 ms)
[Mon Feb 10 07:10:56 2025], step 926: train loss, inf, (took 11220.321199 ms)
[Mon Feb 10 07:11:08 2025], step 927: train loss, inf, (took 11183.615180 ms)
[Mon Feb 10 07:11:20 2025], step 928: train loss, inf, (took 11475.015629 ms)
[Mon Feb 10 07:11:31 2025], step 929: train loss, inf, (took 11226.865221 ms)
[Mon Feb 10 07:11:58 2025], step 930: train loss, inf, (took 11124.422343 ms)
[Mon Feb 10 07:12:09 2025], step 931: train loss, inf, (took 11166.038247 ms)
[Mon Feb 10 07:12:21 2025], step 932: train loss, inf, (took 11208.005996 ms)
[Mon Feb 10 07:12:32 2025], step 933: train loss, inf, (took 11247.903824 ms)
[Mon Feb 10 07:12:43 2025], step 934: train loss, inf, (took 11149.193955 ms)
[Mon Feb 10 07:12:55 2025], step 935: train loss, inf, (took 11182.343648 ms)
[Mon Feb 10 07:13:07 2025], step 936: train loss, inf, (took 11255.316390 ms)
[Mon Feb 10 07:13:18 2025], step 937: train loss, inf, (took 11244.002536 ms)
[Mon Feb 10 07:13:30 2025], step 938: train loss, inf, (took 11190.121841 ms)
[Mon Feb 10 07:13:41 2025], step 939: train loss, inf, (took 11286.126172 ms)
[Mon Feb 10 07:14:08 2025], step 940: train loss, inf, (took 11175.387731 ms)
[Mon Feb 10 07:14:19 2025], step 941: train loss, inf, (took 11161.506072 ms)
[Mon Feb 10 07:14:31 2025], step 942: train loss, inf, (took 11146.303699 ms)
[Mon Feb 10 07:14:42 2025], step 943: train loss, inf, (took 11285.860078 ms)
[Mon Feb 10 07:14:54 2025], step 944: train loss, inf, (took 11475.211503 ms)
[Mon Feb 10 07:15:06 2025], step 945: train loss, inf, (took 11209.004217 ms)
[Mon Feb 10 07:15:17 2025], step 946: train loss, inf, (took 11135.316650 ms)
[Mon Feb 10 07:15:28 2025], step 947: train loss, inf, (took 11412.500217 ms)
[Mon Feb 10 07:15:41 2025], step 948: train loss, inf, (took 11324.849429 ms)
[Mon Feb 10 07:15:52 2025], step 949: train loss, inf, (took 11262.988998 ms)
[Mon Feb 10 07:16:19 2025], step 950: train loss, inf, (took 11208.886433 ms)
[Mon Feb 10 07:16:30 2025], step 951: train loss, inf, (took 11181.858179 ms)
[Mon Feb 10 07:16:42 2025], step 952: train loss, inf, (took 11282.343822 ms)
[Mon Feb 10 07:16:53 2025], step 953: train loss, inf, (took 11160.822117 ms)
[Mon Feb 10 07:17:04 2025], step 954: train loss, inf, (took 11206.145246 ms)
[Mon Feb 10 07:17:16 2025], step 955: train loss, inf, (took 11344.251872 ms)
[Mon Feb 10 07:17:28 2025], step 956: train loss, inf, (took 11455.535993 ms)
[Mon Feb 10 07:17:39 2025], step 957: train loss, inf, (took 11213.482493 ms)
[Mon Feb 10 07:17:51 2025], step 958: train loss, inf, (took 11209.760265 ms)
